,Gene,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,Substrate Name,Substrate SMILES
839,470146.3.peg.958,GLYASPabc,Glycyl-L-aspartate transport via ABC system,rxn05537,MNXR66732,None,[None],DIPEPabc13,"['atp[c]', 'glyasp[e]', 'h2o[c]']","['ATP', 'Glycyl-L-aspartate', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)[O-])NC(=O)C[NH3+])C(=O)[O-]', 'O']"
840,470146.3.peg.958,GLYCYSabc,Gly-Cys ABC transporter,rxn12848,MNXR29608,None,[None],None,"['atp[c]', 'glycys[e]', 'h2o[c]']","['ATP', 'Gly-Cys', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)O)NC(=O)CN)S', 'O']"
841,470146.3.peg.958,GLYGLNabc,Glycyl-L-glutamine transport via ABC system,rxn05547,MNXR66739,None,[None],DIPEPabc9,"['atp[c]', 'glygln[e]', 'h2o[c]']","['ATP', 'Glycyl-L-glutamine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)N)C(C(=O)O)NC(=O)CN', 'O']"
842,470146.3.peg.958,GLYGLUabc,Glycyl-L-glutamate transport via ABC system,rxn05534,MNXR66729,None,[None],DIPEPabc10,"['atp[c]', 'glyglu[e]', 'h2o[c]']","['ATP', 'Glycyl-L-glutamate', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)[O-])C(C(=O)[O-])NC(=O)C[NH3+]', 'O']"
843,470146.3.peg.958,GLYLEUPEPT1tc,Transport of Glycylleucine by the Apical Pept1 Amino Acid Transporters,rxn12849,MNXR100350,None,[None],None,"['glyleu[e]', 'h[e]']","['Glycylleucine', 'proton']","['CC(C)CC(C(=O)O)NC(=O)CN', '[H+]']"
844,470146.3.peg.958,GLYMETabc,Glycyl-L-methionine transport via ABC system,rxn05535,MNXR66730,None,[None],DIPEPabc11,"['atp[c]', 'glymet[e]', 'h2o[c]']","['ATP', 'Glycyl-L-methionine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CSCCC(C(=O)O)NC(=O)CN', 'O']"
845,470146.3.peg.958,GLYPHEabc,Glycyl-L-phenylalanine transport via ABC system,rxn12850,MNXR29610,None,[None],None,"['atp[c]', 'glyphe[e]', 'h2o[c]']","['ATP', 'Glycylphenylalanine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN', 'O']"
846,470146.3.peg.958,GLYPROabc,Glycyl-L-proline transport via ABC system,rxn05538,MNXR27780,None,[None],DIPEPabc14,"['atp[c]', 'glypro[e]', 'h2o[c]']","['ATP', 'Glycylproline', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1CC(N(C1)C(=O)CN)C(=O)O', 'O']"
847,470146.3.peg.958,GLYTYRabc,Glycyl-L-tyrosine transport via ABC system,rxn12851,MNXR29611,None,[None],None,"['atp[c]', 'glytyr[e]', 'h2o[c]']","['ATP', 'Glycyl-L-tyrosine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1=CC(=CC=C1CC(C(=O)O)NC(=O)CN)O', 'O']"
848,470146.3.peg.958,METALAabc,L-methionyl-L-alanine transport via ABC system,rxn05536,MNXR79907,None,[None],DIPEPabc12,"['atp[c]', 'h2o[c]', 'metala[e]']","['ATP', 'Water', 'L-methionyl-L-alanine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'CC(C(=O)O)NC(=O)C(CCSC)N']"
849,470146.3.peg.959,ALAASPabc,L-alanyl-L-aspartate transport via ABC system,rxn05533,MNXR66728,None,[None],DIPEPabc1,"['alaasp[e]', 'atp[c]', 'h2o[c]']","['L-alanyl-L-aspartate', 'ATP', 'Water']","['CC(C(=O)NC(CC(=O)[O-])C(=O)[O-])[NH3+]', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
850,470146.3.peg.959,ALAGLNabc,L-alanyl-L-glutamine transport via ABC system,rxn05540,MNXR66733,None,[None],DIPEPabc2,"['alagln[e]', 'atp[c]', 'h2o[c]']","['L-alanyl-L-glutamine', 'ATP', 'Water']","['CC(C(=O)NC(CCC(=O)N)C(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
851,470146.3.peg.959,ALAGLUabc,L-alanyl-L-glutamate transport via ABC system,rxn05541,MNXR27782,None,[None],DIPEPabc3,"['alaglu[e]', 'atp[c]', 'h2o[c]']","['L-alanyl-L-glutamate', 'ATP', 'Water']","['CC(C(=O)NC(CCC(=O)O)C(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
852,470146.3.peg.959,ALAGLYabc,L-alanylglycine transport via ABC system,rxn05542,MNXR66734,None,[None],DIPEPabc4,"['alagly[e]', 'atp[c]', 'h2o[c]']","['L-alanylglycine', 'ATP', 'Water']","['CC(C(=O)NCC(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
853,470146.3.peg.959,ALAHISabc,L-alanyl-L-histidine transport via ABC system,rxn05543,MNXR66735,None,[None],DIPEPabc5,"['alahis[e]', 'atp[c]', 'h2o[c]']","['L-alanyl-L-histidine', 'ATP', 'Water']","['CC(C(=O)NC(CC1=CN=CN1)C(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
854,470146.3.peg.959,ALALEUabc,L-alanyl-L-leucine transport via ABC system,rxn05544,MNXR66736,None,[None],DIPEPabc6,"['alaleu[e]', 'atp[c]', 'h2o[c]']","['L-alanyl-L-leucine', 'ATP', 'Water']","['CC(C)CC(C(=O)O)NC(=O)C(C)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
855,470146.3.peg.959,ALATHRabc,L-alanyl-L-threonine transport via ABC system,rxn05545,MNXR79909,None,[None],DIPEPabc7,"['alathr[e]', 'atp[c]', 'h2o[c]']","['L-alanyl-L-threonine', 'ATP', 'Water']","['CC(C(C(=O)O)NC(=O)C(C)N)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
856,470146.3.peg.959,CGLYabc,L-cysteinylglycine transport via ABC system,rxn05539,MNXR1130,None,"[None, None]",CGLYabcpp; DIPEPabc15,"['atp[c]', 'cgly[e]', 'h2o[c]']","['ATP', 'L-cysteinylglycine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)NCC(=O)O)N)S', 'O']"
857,470146.3.peg.959,GLYASNabc,Glycyl-L-asparagine transport via ABC system,rxn05546,MNXR66738,None,[None],DIPEPabc8,"['atp[c]', 'glyasn[e]', 'h2o[c]']","['ATP', 'Glycyl-L-asparagine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)O)NC(=O)CN)C(=O)N', 'O']"
858,470146.3.peg.959,GLYASPabc,Glycyl-L-aspartate transport via ABC system,rxn05537,MNXR66732,None,[None],DIPEPabc13,"['atp[c]', 'glyasp[e]', 'h2o[c]']","['ATP', 'Glycyl-L-aspartate', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)[O-])NC(=O)C[NH3+])C(=O)[O-]', 'O']"
859,470146.3.peg.959,GLYCYSabc,Gly-Cys ABC transporter,rxn12848,MNXR29608,None,[None],None,"['atp[c]', 'glycys[e]', 'h2o[c]']","['ATP', 'Gly-Cys', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)O)NC(=O)CN)S', 'O']"
860,470146.3.peg.959,GLYGLNabc,Glycyl-L-glutamine transport via ABC system,rxn05547,MNXR66739,None,[None],DIPEPabc9,"['atp[c]', 'glygln[e]', 'h2o[c]']","['ATP', 'Glycyl-L-glutamine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)N)C(C(=O)O)NC(=O)CN', 'O']"
861,470146.3.peg.959,GLYGLUabc,Glycyl-L-glutamate transport via ABC system,rxn05534,MNXR66729,None,[None],DIPEPabc10,"['atp[c]', 'glyglu[e]', 'h2o[c]']","['ATP', 'Glycyl-L-glutamate', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)[O-])C(C(=O)[O-])NC(=O)C[NH3+]', 'O']"
862,470146.3.peg.959,GLYLEUPEPT1tc,Transport of Glycylleucine by the Apical Pept1 Amino Acid Transporters,rxn12849,MNXR100350,None,[None],None,"['glyleu[e]', 'h[e]']","['Glycylleucine', 'proton']","['CC(C)CC(C(=O)O)NC(=O)CN', '[H+]']"
863,470146.3.peg.959,GLYMETabc,Glycyl-L-methionine transport via ABC system,rxn05535,MNXR66730,None,[None],DIPEPabc11,"['atp[c]', 'glymet[e]', 'h2o[c]']","['ATP', 'Glycyl-L-methionine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CSCCC(C(=O)O)NC(=O)CN', 'O']"
864,470146.3.peg.959,GLYPHEabc,Glycyl-L-phenylalanine transport via ABC system,rxn12850,MNXR29610,None,[None],None,"['atp[c]', 'glyphe[e]', 'h2o[c]']","['ATP', 'Glycylphenylalanine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN', 'O']"
865,470146.3.peg.959,GLYPROabc,Glycyl-L-proline transport via ABC system,rxn05538,MNXR27780,None,[None],DIPEPabc14,"['atp[c]', 'glypro[e]', 'h2o[c]']","['ATP', 'Glycylproline', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1CC(N(C1)C(=O)CN)C(=O)O', 'O']"
866,470146.3.peg.959,GLYTYRabc,Glycyl-L-tyrosine transport via ABC system,rxn12851,MNXR29611,None,[None],None,"['atp[c]', 'glytyr[e]', 'h2o[c]']","['ATP', 'Glycyl-L-tyrosine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1=CC(=CC=C1CC(C(=O)O)NC(=O)CN)O', 'O']"
867,470146.3.peg.959,METALAabc,L-methionyl-L-alanine transport via ABC system,rxn05536,MNXR79907,None,[None],DIPEPabc12,"['atp[c]', 'h2o[c]', 'metala[e]']","['ATP', 'Water', 'L-methionyl-L-alanine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'CC(C(=O)O)NC(=O)C(CCSC)N']"
868,470146.3.peg.961,ALAASPabc,L-alanyl-L-aspartate transport via ABC system,rxn05533,MNXR66728,None,[None],DIPEPabc1,"['alaasp[e]', 'atp[c]', 'h2o[c]']","['L-alanyl-L-aspartate', 'ATP', 'Water']","['CC(C(=O)NC(CC(=O)[O-])C(=O)[O-])[NH3+]', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
869,470146.3.peg.961,ALAGLNabc,L-alanyl-L-glutamine transport via ABC system,rxn05540,MNXR66733,None,[None],DIPEPabc2,"['alagln[e]', 'atp[c]', 'h2o[c]']","['L-alanyl-L-glutamine', 'ATP', 'Water']","['CC(C(=O)NC(CCC(=O)N)C(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
870,470146.3.peg.961,ALAGLUabc,L-alanyl-L-glutamate transport via ABC system,rxn05541,MNXR27782,None,[None],DIPEPabc3,"['alaglu[e]', 'atp[c]', 'h2o[c]']","['L-alanyl-L-glutamate', 'ATP', 'Water']","['CC(C(=O)NC(CCC(=O)O)C(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
871,470146.3.peg.961,ALAGLYabc,L-alanylglycine transport via ABC system,rxn05542,MNXR66734,None,[None],DIPEPabc4,"['alagly[e]', 'atp[c]', 'h2o[c]']","['L-alanylglycine', 'ATP', 'Water']","['CC(C(=O)NCC(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
872,470146.3.peg.961,ALAHISabc,L-alanyl-L-histidine transport via ABC system,rxn05543,MNXR66735,None,[None],DIPEPabc5,"['alahis[e]', 'atp[c]', 'h2o[c]']","['L-alanyl-L-histidine', 'ATP', 'Water']","['CC(C(=O)NC(CC1=CN=CN1)C(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
873,470146.3.peg.961,ALALEUabc,L-alanyl-L-leucine transport via ABC system,rxn05544,MNXR66736,None,[None],DIPEPabc6,"['alaleu[e]', 'atp[c]', 'h2o[c]']","['L-alanyl-L-leucine', 'ATP', 'Water']","['CC(C)CC(C(=O)O)NC(=O)C(C)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
874,470146.3.peg.961,ALATHRabc,L-alanyl-L-threonine transport via ABC system,rxn05545,MNXR79909,None,[None],DIPEPabc7,"['alathr[e]', 'atp[c]', 'h2o[c]']","['L-alanyl-L-threonine', 'ATP', 'Water']","['CC(C(C(=O)O)NC(=O)C(C)N)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
875,470146.3.peg.961,CGLYabc,L-cysteinylglycine transport via ABC system,rxn05539,MNXR1130,None,"[None, None]",CGLYabcpp; DIPEPabc15,"['atp[c]', 'cgly[e]', 'h2o[c]']","['ATP', 'L-cysteinylglycine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)NCC(=O)O)N)S', 'O']"
876,470146.3.peg.961,GLYASNabc,Glycyl-L-asparagine transport via ABC system,rxn05546,MNXR66738,None,[None],DIPEPabc8,"['atp[c]', 'glyasn[e]', 'h2o[c]']","['ATP', 'Glycyl-L-asparagine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)O)NC(=O)CN)C(=O)N', 'O']"
877,470146.3.peg.961,GLYASPabc,Glycyl-L-aspartate transport via ABC system,rxn05537,MNXR66732,None,[None],DIPEPabc13,"['atp[c]', 'glyasp[e]', 'h2o[c]']","['ATP', 'Glycyl-L-aspartate', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)[O-])NC(=O)C[NH3+])C(=O)[O-]', 'O']"
878,470146.3.peg.961,GLYCYSabc,Gly-Cys ABC transporter,rxn12848,MNXR29608,None,[None],None,"['atp[c]', 'glycys[e]', 'h2o[c]']","['ATP', 'Gly-Cys', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)O)NC(=O)CN)S', 'O']"
879,470146.3.peg.961,GLYGLNabc,Glycyl-L-glutamine transport via ABC system,rxn05547,MNXR66739,None,[None],DIPEPabc9,"['atp[c]', 'glygln[e]', 'h2o[c]']","['ATP', 'Glycyl-L-glutamine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)N)C(C(=O)O)NC(=O)CN', 'O']"
880,470146.3.peg.961,GLYGLUabc,Glycyl-L-glutamate transport via ABC system,rxn05534,MNXR66729,None,[None],DIPEPabc10,"['atp[c]', 'glyglu[e]', 'h2o[c]']","['ATP', 'Glycyl-L-glutamate', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)[O-])C(C(=O)[O-])NC(=O)C[NH3+]', 'O']"
881,470146.3.peg.961,GLYLEUPEPT1tc,Transport of Glycylleucine by the Apical Pept1 Amino Acid Transporters,rxn12849,MNXR100350,None,[None],None,"['glyleu[e]', 'h[e]']","['Glycylleucine', 'proton']","['CC(C)CC(C(=O)O)NC(=O)CN', '[H+]']"
882,470146.3.peg.961,GLYMETabc,Glycyl-L-methionine transport via ABC system,rxn05535,MNXR66730,None,[None],DIPEPabc11,"['atp[c]', 'glymet[e]', 'h2o[c]']","['ATP', 'Glycyl-L-methionine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CSCCC(C(=O)O)NC(=O)CN', 'O']"
883,470146.3.peg.961,GLYPHEabc,Glycyl-L-phenylalanine transport via ABC system,rxn12850,MNXR29610,None,[None],None,"['atp[c]', 'glyphe[e]', 'h2o[c]']","['ATP', 'Glycylphenylalanine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN', 'O']"
884,470146.3.peg.961,GLYPROabc,Glycyl-L-proline transport via ABC system,rxn05538,MNXR27780,None,[None],DIPEPabc14,"['atp[c]', 'glypro[e]', 'h2o[c]']","['ATP', 'Glycylproline', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1CC(N(C1)C(=O)CN)C(=O)O', 'O']"
885,470146.3.peg.961,GLYTYRabc,Glycyl-L-tyrosine transport via ABC system,rxn12851,MNXR29611,None,[None],None,"['atp[c]', 'glytyr[e]', 'h2o[c]']","['ATP', 'Glycyl-L-tyrosine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1=CC(=CC=C1CC(C(=O)O)NC(=O)CN)O', 'O']"
886,470146.3.peg.961,METALAabc,L-methionyl-L-alanine transport via ABC system,rxn05536,MNXR79907,None,[None],DIPEPabc12,"['atp[c]', 'h2o[c]', 'metala[e]']","['ATP', 'Water', 'L-methionyl-L-alanine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'CC(C(=O)O)NC(=O)C(CCSC)N']"
887,470146.3.397.peg,ALACI,(S)-2-Acetolactate isomerase,rxn02187,MNXR74397,R03052,"['5.4.99.3,1.1.1.86']",None,['alac_S[c]'],['(S)-2-Acetolactate'],['CC(=O)C(C)(C(=O)O)O']
888,470146.3.397.peg,KARA1,"ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",rxn02186,MNXR69294,R03051,['1.1.1.86'],None,"['23dhmb[c]', 'nadp[c]']","['(R)-2,3-Dihydroxy-3-methylbutanoate', 'Nicotinamide adenine dinucleotide phosphate']","['CC(C)(C(C(=O)[O-])O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']"
889,470146.3.397.peg,KARA2,ketol-acid reductoisomerase (2-Acetolactate),rxn08764,None,None,"[['1.1.1.86'], ['1.1.1.86'], ['1.1.1.86']]",KARA2; KARA2i; KARA2im,"['2ahbut[c]', 'h[c]', 'nadph[c]']","['(S)-2-Aceto-2-hydroxybutanoate', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['CCC(C(=O)C)(C(=O)O)O', '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
890,470146.3.397.peg,KARA3,"ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",rxn03068,MNXR74267,R04440,['1.1.1.86'],None,"['23dhmb[c]', 'nadp[c]']","['(R)-2,3-Dihydroxy-3-methylbutanoate', 'Nicotinamide adenine dinucleotide phosphate']","['CC(C)(C(C(=O)[O-])O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']"
891,470146.3.peg.1983,ALATA_D,D-alanine transaminase,rxn00849,MNXR629,R01148,[['2.6.1.21']],ALATA_D,"['akg[c]', 'ala_D[c]']","['2-Oxoglutarate', 'D-alanine']","['C(CC(=O)O)C(=O)C(=O)O', 'CC(C(=O)O)N']"
892,470146.3.2218.peg,ALATA_L,L-Alanine Transaminase,rxn00191,MNXR95698,R00258,"[['2.6.1.2'], ['2.6.1.2'], None, None]",ALATA_L; ALATA_Lm; YDR111C; YLR089C,"['akg[c]', 'ala_L[c]']","['2-Oxoglutarate', 'L-alanine']","['C(CC(=O)O)C(=O)C(=O)O', 'CC(C(=O)O)N']"
893,470146.3.peg.132,ALAt4r,Alanine-Sodium symporter,rxn05215,MNXR637,None,"[None, None, None, None]",ALAt4; ALAt4pp; ALAt4r; ALAt7,"['ala_L[e]', 'na1[e]']","['L-alanine', 'Sodium']","['CC(C(=O)O)N', '[Na]']"
894,470146.3.peg.2145,ALAt4r,Alanine-Sodium symporter,rxn05215,MNXR637,None,"[None, None, None, None]",ALAt4; ALAt4pp; ALAt4r; ALAt7,"['ala_L[e]', 'na1[e]']","['L-alanine', 'Sodium']","['CC(C(=O)O)N', '[Na]']"
895,470146.3.peg.428,ALCD19,alcohol dehydrogenase (glycerol),rxn00763,MNXR68334,R01036,"[['1.1.1.21', '1.1.1.72']]",ALCD19,"['glyald[c]', 'h[c]', 'nadh[c]']","['D-Glyceraldehyde', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['C(C(C=O)O)O', '[H+]', None]"
896,470146.3.peg.428,ALCD2x,alcohol dehydrogenase (ethanol),rxn00543,MNXR95725,R00754,"[None, None, None, None, None, ['1.1.1.244'], ['1.1.1.1', '1.1.1.71'], ['1.1.1.1', '1.1.1.71'], ['1.1.1.1', '1.1.1.71'], ['1.1.1.1', '1.1.1.71'], ['1.1.1.1', '1.1.1.71'], None]",ADH1; ADH2; ADH3; ADH4; ADH5; ALCD1; ALCD2if; ALCD2ir; ALCD2irm; ALCD2m; ALCD2x; SFA1_2,"['etoh[c]', 'nad[c]']","['Ethanol', 'Nicotinamide adenine dinucleotide']","['CCO', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
897,470146.3.peg.513,ALCD19,alcohol dehydrogenase (glycerol),rxn00763,MNXR68334,R01036,"[['1.1.1.21', '1.1.1.72']]",ALCD19,"['glyald[c]', 'h[c]', 'nadh[c]']","['D-Glyceraldehyde', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['C(C(C=O)O)O', '[H+]', None]"
898,470146.3.peg.513,ALCD2x,alcohol dehydrogenase (ethanol),rxn00543,MNXR95725,R00754,"[None, None, None, None, None, ['1.1.1.244'], ['1.1.1.1', '1.1.1.71'], ['1.1.1.1', '1.1.1.71'], ['1.1.1.1', '1.1.1.71'], ['1.1.1.1', '1.1.1.71'], ['1.1.1.1', '1.1.1.71'], None]",ADH1; ADH2; ADH3; ADH4; ADH5; ALCD1; ALCD2if; ALCD2ir; ALCD2irm; ALCD2m; ALCD2x; SFA1_2,"['etoh[c]', 'nad[c]']","['Ethanol', 'Nicotinamide adenine dinucleotide']","['CCO', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
899,470146.3.peg.107,ALCD4,alcohol dehydrogenase (butanol),rxn02527,MNXR15352,R03544,['1.1.1.-'],None,"['btoh[c]', 'nad[c]']","['butanol', 'Nicotinamide adenine dinucleotide']","['CCCCO', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
900,470146.3.peg.2643,ALCD4,alcohol dehydrogenase (butanol),rxn02527,MNXR15352,R03544,['1.1.1.-'],None,"['btoh[c]', 'nad[c]']","['butanol', 'Nicotinamide adenine dinucleotide']","['CCCCO', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
901,470146.3.peg.2824,ALCD4,alcohol dehydrogenase (butanol),rxn02527,MNXR15352,R03544,['1.1.1.-'],None,"['btoh[c]', 'nad[c]']","['butanol', 'Nicotinamide adenine dinucleotide']","['CCCCO', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
