,Gene,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,Substrate Name,Substrate SMILES
257,470146.3.peg.239,ACOAAGPATI14,isotetradecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,rxn10216,MNXR28673,None,['2.3.1.51'],None,"['1itdecg3p[c]', 'itdcoa[c]']","['1-isotetradecanoyl-sn-glycerol 3-phosphate (12-methyl-tridecanoyl, iso-C14)', 'fa1coa,Iso-C14:0 CoA   Isotetradecanoyl-CoA']","[None, None]"
258,470146.3.peg.239,ACOAAGPATI15,isopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,rxn10217,MNXR28674,None,['2.3.1.51'],None,"['1ipdecg3p[c]', 'ipdcoa[c]']","['1-isopentadecanoyl-sn-glycerol 3-phosphate (13-methyl-tetradecanoyl, iso-C15)', 'fa3coa,Iso-C15:0 CoA   Isopentadecanoyl-CoA']","[None, None]"
259,470146.3.peg.239,ACOAAGPATI16,isohexadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,rxn10219,MNXR28676,None,['2.3.1.51'],None,"['1ihdecg3p[c]', 'ihdcoa[c]']","['1-isohexadecanoyl-sn-glycerol 3-phosphate (14-methyl-pentadecanoyl, iso-C16)', 'fa6coa,Iso-C16:0 CoA   Isohexadecanoyl-CoA']","[None, None]"
260,470146.3.peg.239,ACOAAGPATI17,isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,rxn10215,MNXR28672,None,['2.3.1.51'],None,"['1ihpdecg3p[c]', 'ihpdcoa[c]']","['1-isoheptadecanoyl-sn-glycerol 3-phosphate (15-methyl-hexadecanoyl, iso-C17)', 'fa11coa, Iso-C17:0 CoA   Isoheptadecanoyl-CoA']","[None, None]"
261,470146.3.peg.239,AGPAT120,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),rxn08083,MNXR68311,None,[['2.3.1.51']],AGPAT120,"['1ddecg3p[c]', 'ddcaACP[c]']","['1-acyl-sn-glycerol 3-phosphate(2-)', 'Dodecanoyl-ACP (n-C12:0ACP)']","[None, None]"
262,470146.3.peg.239,AGPAT140,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),rxn08084,MNXR81582,None,[['2.3.1.51']],AGPAT140,"['1tdecg3p[c]', 'myrsACP[c]']","['1-tetradecanoyl-sn-glycerol 3-phosphate', 'Myristoyl-ACP (n-C14:0ACP)']","['CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)O', None]"
263,470146.3.peg.239,AGPAT141,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),rxn08085,MNXR68313,None,[['2.3.1.51']],AGPAT141,"['1tdec7eg3p[c]', 'tdeACP[c]']","['1-tetradec-7-enoyl-sn-glycerol 3-phosphate', 'cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)']","[None, None]"
264,470146.3.peg.239,AGPAT160,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),rxn08086,MNXR81583,None,[['2.3.1.51']],AGPAT160,"['1hdecg3p[c]', 'palmACP[c]']","['1-hexadecanoyl-sn-glycerol 3-phosphate', 'Palmitoyl-ACP (n-C16:0ACP)']","[None, None]"
265,470146.3.peg.239,AGPAT161,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),rxn08087,MNXR81585,None,[['2.3.1.51']],AGPAT161,"['1hdec9eg3p[c]', 'hdeACP[c]']","['1-hexadec-9-enoyl-sn-glycerol 3-phosphate', 'cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)']","[None, None]"
266,470146.3.peg.239,AGPAT180,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),rxn08088,MNXR81586,None,[['2.3.1.51']],AGPAT180,"['1odecg3p[c]', 'ocdcaACP[c]']","['1-octadecanoyl-sn-glycerol 3-phosphate', 'Octadecanoyl-ACP (n-C18:0ACP)']","['CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])O', None]"
267,470146.3.peg.239,AGPAT181,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),rxn08089,MNXR81588,None,[['2.3.1.51']],AGPAT181,"['1odec11eg3p[c]', 'octeACP[c]']","['1-octadec-11-enoyl-sn-glycerol 3-phosphate', 'cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)']","[None, None]"
268,470146.3.peg.1558,ACOAD1i,acyl-CoA dehydrogenase (butanoyl-CoA),None,None,None,[None],None,"['b2coa[c]', 'h[c]', 'nadh[c]']","['crotonoyl-CoA(4-)', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O', '[H+]', None]"
269,470146.3.peg.1558,ACOAD20,"(S)-2-methylbutanoyl-CoA:oxygen 2,3-oxidoreductase",rxn02268,MNXR79601,None,['1.3.8.1'],None,"['2mbcoa[c]', 'o2[c]']","['2-methylbutanoyl-CoA(4-)', 'O2']","['CCC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O', 'O=O']"
270,470146.3.peg.1558,ACOADH2,acyl-CoA dehydrogenase (Isobutiryl-CoA),rxn01923,MNXR428,None,['1.3.8.1'],None,"['ibcoa[c]', 'o2[c]']","['isobutyryl-CoA(4-)', 'O2']","['CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O', 'O=O']"
271,470146.3.peg.779,ACOCT,N-acetylornithine carbamoyltransferase,rxn05012,MNXR8742,R07245,['2.1.3.9'],None,"['acorn[c]', 'cbp[c]']","['N(2)-acetyl-L-ornithine', 'Carbamoyl phosphate']","['CC(=O)NC(CCCN)C(=O)O', 'C(=O)(N)OP(=O)(O)O']"
272,470146.3.2805.peg,ACODAr,"Acetylornithine deacetylase, reversible",rxn00469,MNXR30607,R00669,"['3.5.1.14,3.5.1.16']",None,"['acorn[c]', 'h2o[c]']","['N(2)-acetyl-L-ornithine', 'Water']","['CC(=O)NC(CCCN)C(=O)O', 'O']"
273,470146.3.340.peg,ACODAr,"Acetylornithine deacetylase, reversible",rxn00469,MNXR30607,R00669,"['3.5.1.14,3.5.1.16']",None,"['acorn[c]', 'h2o[c]']","['N(2)-acetyl-L-ornithine', 'Water']","['CC(=O)NC(CCCN)C(=O)O', 'O']"
274,470146.3.2800_7.peg,ACOTA,acetylornithine transaminase,rxn01637,MNXR30610,R02283,"[['2.6.1.11'], ['2.6.1.11'], None]",ACOTA; ACOTAim; ARG8,"['acorn[c]', 'akg[c]']","['N(2)-acetyl-L-ornithine', '2-Oxoglutarate']","['CC(=O)NC(CCCN)C(=O)O', 'C(CC(=O)O)C(=O)C(=O)O']"
275,470146.3.1469.peg,ADCPS2,adenosylcobinamide-phosphate synthase,rxn04384,MNXR469,R06529,"[None, ['6.3.1.10']]",ADCOBAPS; ADCPS2,"['adcobhex[c]', 'applp[c]', 'atp[c]']","['adenosyl-cobyric acid', 'D-1-Aminopropan-2-ol O-phosphate', 'ATP']","[None, 'CC(CN)OP(=O)(O)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']"
276,470146.3.1466.peg,ADCYRS,adenosylcobyric acid synthase (glutamine-hydrolysing),rxn03540,MNXR81554,R05225,"[None, ['6.3.5.10']]",ADCOBHEXS; ADCYRS,"['adcobdam[c]', 'atp[c]', 'gln_L[c]', 'h2o[c]']","['Adenosyl cobyrinate diamide', 'ATP', 'L-glutamine', 'Water']","['CC1=C2C(C(C([N-]2)C3(C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)CCC(=O)O)(C)C)CCC(=O)O)(C)CC(=O)N)C)CCC(=O)O)(C)CC(=O)N)C)CC(=O)O)(C)CCC(=O)O.[CH2-]C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co+3]', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)N)C(C(=O)O)N', 'O']"
277,470146.3.1467.peg,ADCYRS,adenosylcobyric acid synthase (glutamine-hydrolysing),rxn03540,MNXR81554,R05225,"[None, ['6.3.5.10']]",ADCOBHEXS; ADCYRS,"['adcobdam[c]', 'atp[c]', 'gln_L[c]', 'h2o[c]']","['Adenosyl cobyrinate diamide', 'ATP', 'L-glutamine', 'Water']","['CC1=C2C(C(C([N-]2)C3(C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)CCC(=O)O)(C)C)CCC(=O)O)(C)CC(=O)N)C)CCC(=O)O)(C)CC(=O)N)C)CC(=O)O)(C)CCC(=O)O.[CH2-]C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co+3]', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)N)C(C(=O)O)N', 'O']"
278,470146.3.1840_17.peg,ADK1,Adenylate Kinase,rxn00097,MNXR95450,R00127,"[['2.7.4.3'], None, ['2.7.4.3'], None]",ADK1; ADK1_1; ADK1m; ADK2_1,"['amp[c]', 'atp[c]']","['AMP', 'ATP']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']"
279,470146.3.1840_17.peg,ADK10,adenylate kinase (dTTP),None,None,None,[None],None,"['amp[c]', 'dttp[c]']","['AMP', 'dTTP']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', 'CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O']"
280,470146.3.1840_17.peg,ADK11,adenylate kinase (dUTP),None,None,None,[None],None,"['amp[c]', 'dutp[c]']","['AMP', 'dUTP']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', 'C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O']"
281,470146.3.1840_17.peg,ADK3,Adentylate Kinase (GTP),rxn08066,MNXR95452,None,"[None, None, ['2.7.4.10', '2.7.4.4'], ['2.7.4.10', '2.7.4.4']]",ADK1_2; ADK2_2; ADK3; ADK3m,"['amp[c]', 'gtp[c]']","['AMP', 'GTP']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', 'C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N']"
282,470146.3.1840_17.peg,ADK5,adenylate kinase (CTP),None,None,None,[None],None,"['amp[c]', 'ctp[c]']","['AMP', 'CTP']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', 'C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O']"
283,470146.3.1840_17.peg,ADK7,adenylate kinase (dATP),None,None,None,[None],None,"['amp[c]', 'datp[c]']","['AMP', 'dATP']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', 'C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O']"
284,470146.3.1840_17.peg,ADK8,adenylate kinase (dCTP),None,None,None,[None],None,"['amp[c]', 'dctp[c]']","['AMP', 'dCTP']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', 'C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O']"
285,470146.3.1840_17.peg,ADK9,adenylate kinase (dGTP),None,None,None,[None],None,"['amp[c]', 'dgtp[c]']","['AMP', 'dGTP']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', 'C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O']"
286,470146.3.1840_17.peg,UTPATPT,Uridine triphosphate:AMP phosphotransferase,rxn00118,MNXR73615,R00157,['2.7.4.10'],None,"['amp[c]', 'utp[c]']","['AMP', 'UTP']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', 'C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O']"
287,470146.3.peg.1840,ADK2,adenylate kinase (Inorganic triphosphate),rxn10052,MNXR480,None,[['2.7.4.3']],ADK2,"['amp[c]', 'pppi[c]']","['AMP', 'triphosphate(5-)']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', '[O-]P(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-]']"
288,470146.3.peg.1840,r0345,ATP:AMP Phosphotransferase Ec:2.7.4.11,rxn01127,MNXR68634,R01547,"[['2.7.4.11', '2.7.4.13', '2.7.4.3'], None]",DADK; U19,"['atp[c]', 'damp[c]']","['ATP', 'dAMP(2-)']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])[O-])O']"
289,470146.3.peg.2502,ADNCYC,Adenylate Cyclase,rxn00065,MNXR95444,R00089,"[['4.6.1.1'], None]",ADNCYC; CYR1,['atp[c]'],['ATP'],['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']
290,470146.3.peg.591,ADNUC,adenosine hydrolase,rxn00927,MNXR68287,R01245,"[['3.2.2.1', '3.2.2.7', '3.2.2.8'], ['3.2.2.1', '3.2.2.7', '3.2.2.8'], None]",ADNUC; PNS1; URH1_2,"['adn[c]', 'h2o[c]']","['Adenosine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N', 'O']"
291,470146.3.peg.591,GNNUC,Guanosine ribohydrolase,rxn01226,MNXR69180,R01677,"[['3.2.2.1', '3.2.2.8'], None]",GNNUC; URH1_1,"['gsn[c]', 'h2o[c]']","['Guanosine', 'Water']","['C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N', 'O']"
292,470146.3.peg.591,INSH,Inosine hydrolase,rxn01299,MNXR69281,R01770,"[['3.2.2.1', '3.2.2.2', '3.2.2.8'], ['3.2.2.1', '3.2.2.2', '3.2.2.8']]",INSH; PNS3,"['h2o[c]', 'ins[c]']","['Water', 'Inosine']","['O', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O']"
293,470146.3.peg.591,XTSNH,Xanthosine hydrolase,rxn01545,MNXR70077,R02143,"[['3.2.2.1'], ['3.2.2.1']]",PNS4; XTSNH,"['h2o[c]', 'xtsn[c]']","['Water', 'xanthosine']","['O', 'C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O']"
294,470146.3.peg.1465,ADOCBIK,Adenosyl cobinamide kinase,rxn03536,MNXR81559,R05221,"[None, ['2.7.1.156']]",ADCOBAK; ADOCBIK,"['adocbi[c]', 'atp[c]']","['Adenosyl cobinamide', 'ATP']","['CC1=C2C(C(C([N-]2)C3(C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)(C)CCC(=O)NCC(C)O.[CH2-]C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co]', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']"
295,470146.3.peg.1465,ADOCBIK2,Adenosyl cobinamide kinase (GTP),rxn04413,MNXR85460,R06558,['2.7.1.156'],None,"['adocbi[c]', 'gtp[c]']","['Adenosyl cobinamide', 'GTP']","['CC1=C2C(C(C([N-]2)C3(C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)(C)CCC(=O)NCC(C)O.[CH2-]C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co]', 'C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N']"
296,470146.3.1471_37.peg,ADOCBLS,Adenosylcobalamin 5-phosphate synthase,rxn03538,MNXR81563,R05223,"[['2.7.8.26'], None]",ADOCBLS; COBPS,"['agdpcbi[c]', 'rdmbzi[c]']","['Adenosine-GDP-cobinamide', 'N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole']","['CC1=C2C(C(C([N-]2)C3(C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)(C)CCC(=O)NCC(C)OP(=O)(O)OP(=O)(O)OCC6C(C(C(O6)N7C=NC8=C7N=C(NC8=O)N)O)O.[CH2-]C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co]', 'CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)O)O']"
297,470146.3.peg.1718,ADPRDP,ADPribose Diphosphatase,rxn00775,MNXR95480,R01054,[['3.6.1.13']],ADPRDP,"['adprib[c]', 'h2o[c]']","['ADPribose', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N', 'O']"
298,470146.3.peg.548,ADPT,Adenine Phosphoribosyltransferase,rxn00139,MNXR95482,R00190,"[['2.4.2.7', '2.4.2.8'], None, None]",ADPT; APT1; APT2,"['ade[c]', 'prpp[c]']","['Adenine', '5-Phospho-alpha-D-ribose 1-diphosphate']","['C1=NC2=NC=NC(=C2N1)N', 'C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O']"
299,470146.3.peg.3110,ADSL1r,adenylsuccinate lyase,rxn00800,MNXR95493,R01083,"[None, ['4.3.2.2'], ['4.3.2.2']]",ADE13_2; ADSL1; ADSL1r,['dcamp[c]'],"['N6-(1,2-Dicarboxyethyl)-AMP']",['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)NC(CC(=O)O)C(=O)O']
300,470146.3.peg.3110,ADSL2r,adenylosuccinate lyase,rxn03136,MNXR95494,R04559,"[None, ['4.3.2.2'], ['4.3.2.2']]",ADE13_1; ADSL2; ADSL2r,['25aics[c]'],['(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate'],['C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)NC(CC(=O)O)C(=O)O']
301,470146.3.2847.peg,ADSS,Adenylosuccinate Synthase,rxn00838,MNXR95495,R01135,"[None, ['6.3.4.4'], ['6.3.4.4']]",ADE12; ADSS; ADSS_i,"['asp_L[c]', 'gtp[c]', 'imp[c]']","['L-aspartate', 'GTP', 'IMP']","['C(C(C(=O)O)N)C(=O)O', 'C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O']"
302,470146.3.peg.921,AGDC,N-Acetylglucosamine-6-Phosphate Deacetylase,rxn01484,MNXR95528,R02059,"[['3.5.1.25'], ['3.5.1.25']]",AGDC; AGDC_r,"['acgam6p[c]', 'h2o[c]']","['N-acetyl-D-glucosamine 6-phosphate(2-)', 'Water']","['CC(=O)NC1C(C(C(OC1O)COP(=O)([O-])[O-])O)O', 'O']"
303,470146.3.1759.peg,AGPR,N-acetyl-g-glutamyl-phosphate reductase,rxn02465,MNXR571,R03443,"[['1.2.1.38'], ['1.2.1.38']]",AGPR; AGPRim,"['acg5sa[c]', 'nadp[c]', 'pi[c]']","['2-acetamido-5-oxopentanoate', 'Nicotinamide adenine dinucleotide phosphate', 'hydrogenphosphate']","['CC(=O)NC(CCC=O)C(=O)[O-]', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N', 'OP(=O)([O-])[O-]']"
304,470146.3.2804.peg,AGPR,N-acetyl-g-glutamyl-phosphate reductase,rxn02465,MNXR571,R03443,"[['1.2.1.38'], ['1.2.1.38']]",AGPR; AGPRim,"['acg5sa[c]', 'nadp[c]', 'pi[c]']","['2-acetamido-5-oxopentanoate', 'Nicotinamide adenine dinucleotide phosphate', 'hydrogenphosphate']","['CC(=O)NC(CCC=O)C(=O)[O-]', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N', 'OP(=O)([O-])[O-]']"
305,470146.3.peg.2563,AHCYSNS_r,S-adenosylhomocysteine nucleosidase reversible,rxn00143,MNXR579,R00194,[['3.2.2.9']],AHCYSNS,"['ahcys[c]', 'h2o[c]']","['S-Adenosyl-L-homocysteine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N', 'O']"
306,470146.3.peg.2563,MTAN,methylthioadenosine nucleosidase,rxn01021,MNXR3638,R01401,"[['3.2.2.16', '3.2.2.9']]",MTAN,"['5mta[c]', 'h2o[c]']","['5-Methylthioadenosine', 'Water']","['CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O', 'O']"
307,470146.3.peg.1928,AHEXASE3,Hexosaminidase,rxn00016,MNXR5635,R00022,[['3.2.1.52']],HXAD,"['chtbs[c]', 'h2o[c]']","['N,N-diacetylchitobiose', 'Water']","[None, 'O']"
308,470146.3.peg.2522,AHMMPS,4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase,rxn09997,MNXR80464,None,[None],None,"['air[c]', 'h2o[c]']","['5-amino-1-(5-phospho-D-ribosyl)imidazole', 'Water']","['C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N', 'O']"
309,470146.3.peg.2522,AMPMS2,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,rxn08131,MNXR68362,None,[None],AMPMS2,"['air[c]', 'h2o[c]', 'nad[c]']","['5-amino-1-(5-phospho-D-ribosyl)imidazole', 'Water', 'Nicotinamide adenine dinucleotide']","['C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N', 'O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
310,470146.3.peg.3102,AHSERL3,O-Acetyl-L-homoserine acetate-lyase,rxn06078,MNXR93985,R02026,['2.5.1.49'],None,"['achms[c]', 'trdrd[c]', 'tsul[c]']","['O-Acetyl-L-homoserine', 'Reduced thioredoxin', 'thiosulfate(2-)']","['CC(=O)OCCC(C(=O)O)N', None, '[O-]S(=O)(=S)[O-]']"
311,470146.3.peg.708,AHSERL3,O-Acetyl-L-homoserine acetate-lyase,rxn06078,MNXR93985,R02026,['2.5.1.49'],None,"['achms[c]', 'trdrd[c]', 'tsul[c]']","['O-Acetyl-L-homoserine', 'Reduced thioredoxin', 'thiosulfate(2-)']","['CC(=O)OCCC(C(=O)O)N', None, '[O-]S(=O)(=S)[O-]']"
312,470146.3.2182_12.peg,AICART,Phosphoribosylaminoimidazolecarboxamide Formyltransferase,rxn03137,MNXR95639,R04560,"[None, None, ['2.1.2.3']]",ADE16_1; ADE17_1; AICART,"['10fthf[c]', 'aicar[c]']","['10-Formyltetrahydrofolate', '5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide']","['C1C(NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O', 'C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N']"
313,470146.3.2182_12.peg,IMPC,IMP Cyclohydrolase,rxn00832,MNXR100783,R01127,"[None, None, ['2.1.2.3', '3.5.4.10'], ['2.1.2.3', '3.5.4.10']]",ADE16_2; ADE17_2; IMPC; IMPCir,"['h2o[c]', 'imp[c]']","['Water', 'IMP']","['O', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O']"
314,470146.3.2024_9.peg,AIRC4,Phosphoribosylaminoimidazole carboxylase,rxn05229,MNXR79878,None,['4.1.1.21'],None,"['air[c]', 'atp[c]', 'hco3[c]']","['5-amino-1-(5-phospho-D-ribosyl)imidazole', 'ATP', 'Bicarbonate']","['C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(=O)(O)[O-]']"
315,470146.3.peg.1615,AKP1,alkaline phosphatase (Dihydroneopterin),rxn03167,MNXR603,R04620,"[['3.1.3.1'], None]",AKP1; PHO8,"['ahdt[c]', 'h2o[c]']","[""7,8-dihydroneopterin 3'-triphosphate(4-)"", 'Water']","['C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O', 'O']"
316,470146.3.peg.2682,ALAALA,D-alanine--D-alanine ligase (EC 6.3.2.4),rxn00851,MNXR614,R01150,"[['6.3.2.4'], ['6.3.2.4']]",ALAALA; ALAALAr,"['ala_D[c]', 'atp[c]']","['D-alanine', 'ATP']","['CC(C(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']"
317,470146.3.peg.1146,ALAASP1c,Hydrolysis of L-alanyl-L-aspartate,rxn12633,MNXR63966,None,[None],MEAMP1(ala-asp),"['alaasp[c]', 'h2o[c]']","['L-alanyl-L-aspartate', 'Water']","['CC(C(=O)NC(CC(=O)[O-])C(=O)[O-])[NH3+]', 'O']"
318,470146.3.peg.1146,ALAGLN1c,Hydrolysis of L-alanyl-L-glutamine,rxn12639,MNXR63967,None,[None],MEAMP1(ala-gln),"['alagln[c]', 'h2o[c]']","['L-alanyl-L-glutamine', 'Water']","['CC(C(=O)NC(CCC(=O)N)C(=O)O)N', 'O']"
